author,date,journal,link,section,summary,title
Joe Tacopino,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761114315.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Tacopino%2C+Joe&pub=New+York+Post&edition=&startpage=26&desc=Ore.+view+to+a+kill+backs+FBI+Militia+gun-reach,News,"A video released by the FBI on Thursday shows Oregon militia member LaVoy Finicum being fatally shot by authorities as he reaches for his weapon during a showdown on a remote road in the Pacific Northwest. ""On at least two occasions, Finicum reaches his right hand toward a pocket on the left-inside portion of his jacket,"" the agent, Greg Bretzing, said.  Meanwhile, four of Finicum's fellow occupiers remained at the Malheur National Wildlife Refuge, demanding assurances that they won't be arrested. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Ore. view to a kill backs FBI Militia gun-reach
Philip Messing,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761115130.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Messing%2C+Philip&pub=New+York+Post&edition=&startpage=25&desc=FDNY+is+burning+money+%5BExclusive%5D+125G-a-yr.+fireman+paid+to+do+nothing,News,"They suspect the FDNY is basing the decision to keep him on ice in part on an off-duty concussion [Arnaldo Rodriguez] sustained at Great Adventure Amusement Park in New Jersey while still an EMT. The injury put Rodriguez on ""light duty"" as an EMT for years. [Peter Gleason] said that on Jan. 22, the FDNY provided a letter saying Rodriguez had been ""demoted"" on Aug. 2, 2013, back to EMT. But the department refused to provide details on how that demotion occurred, the lawyer said. 'I'm in limbo land': Arnaldo Rodriguez has been on standby with the FDNY since 2013 - and has been getting a paycheck all the while. [Instagram]Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",FDNY is burning money [Exclusive] 125G-a-yr. fireman paid to do nothing
David K Li,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761115075.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Li%2C+David+K&pub=New+York+Post&edition=&startpage=25&desc=WEIRD+BUT+TRUE,News,"""I can't say 'live and learn,' because I didn't live and learn,"" Burke O'Connell, 31, said after the Pats were eliminated from Super Bowl contention Sunday. ""But the memories. That's what tattoos are there for. This one I'll never forget."" ""I just can only imagine that everybody's gone retro,"" said Realtor Lauri Rosenbloom. ""If they could, they'd take the wallpaper off the walls and cart it out.""  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",WEIRD BUT TRUE
"Daniel Prendergast,Kathleen Culliton",2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090584.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Prendergast%2C+Daniel%7C%7C%7C%7C%7C%7CCulliton%2C+Kathleen&pub=New+York+Post&edition=&startpage=24&desc=NYPD+DAILY+CRIME+BLOTTER,News,"Sgt. Andrew Mastrande, Officer Stephen Gibbons, Detective Frank Cinolauro and Sgt. Carlos Cruz then pulled over the cars and detected a strong smell of marijuana, officials said. After brief questioning by the officers, Deeb admitted possessing pot, and cops found about 20 pounds in each suitcase, along with a stash of cocaine in the center console, police said. Deeb allegedly admitted to cops that he and [Majdi Mansoor] also had pot stashed at a Chelsea apartment used as a drug den. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",NYPD DAILY CRIME BLOTTER
Lia Eustachewich,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761115358.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Eustachewich%2C+Lia&pub=New+York+Post&edition=&startpage=23&desc=Fraudster+gets+15+years,News,"Mikhail Zemlyansky, 37, was one of 34 people busted in 2012 for billing insurance companies millions in bogus claims and cheating nearly 300 investors out of $17 million in two investment scams,...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Fraudster gets 15 years
Jamie Schram,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761114456.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Schram%2C+Jamie&pub=New+York+Post&edition=&startpage=23&desc=Ex-NFLer+drug-ring+bust,News,"Derek Loville, 47, who also played for the Seattle Seahawks and San Francisco 49ers during his eight- year career as an NFL running back, sold drugs in Arizona for a narcotics ring that...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Ex-NFLer drug-ring bust
David K Li,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761115432.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Li%2C+David+K&pub=New+York+Post&edition=&startpage=23&desc=%27Chapo%27+gal%3A+Penn+lied+to+me,News,"Joaquin ""El Chapo"" Guzman first reached out to her about doing a ""Mexican Godfather""-type movie about his life, del [Kate del Castillo]'s camp told TMZ.  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",'Chapo' gal: Penn lied to me
Emily Saul,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761114902.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Saul%2C+Emily&pub=New+York+Post&edition=&startpage=23&desc=The+fear+factor+Akai+cop+taught+to+have+gun+out%3A+officers,News,"""Because the roof landing is a dangerous place?"" the lawyer asked. ""Yes,"" [Matthew Parlo] said.  ""Were you ever instructed that when you approached the roof landing, you should have your firearm out, finger alongside the trigger?"" [Robert Brown] asked [Nathan Garcia]. ""Yes,"" the cop replied. Lt. Vitaliy Zelikov testified [Peter Liang] was ""frozen"" and ""incapable"" of performing police work when he arrived on the scene.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",The fear factor Akai cop taught to have gun out: officers
,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090544.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=&pub=New+York+Post&edition=&startpage=18&desc=Snowden+snoops+on+Sundance,Page Six,One film at the Sundance Film Festival has drawn the attention of political whistleblower Edward Snowden.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,Snowden snoops on Sundance
,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761115405.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=&pub=New+York+Post&edition=&startpage=18&desc=Sarah+Paulson+looks+lovely+at+the+LA+premiere+of+%22The...%5BDerived+headline%3B+Caption+text+only%5D,Page Six,Sarah Paulson looks lovely at the LA premiere...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,"Sarah Paulson looks lovely at the LA premiere of ""The...[Derived headline; Caption text only]"
,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090574.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=&pub=New+York+Post&edition=&startpage=18&desc=Lots+of+pain+making+%27Jane%27,Page Six,"Joel Edgerton overcame a lot of hurdles making ""Jane Got a Gun"" with Natalie Portman - such as losing original director Lynne Ramsay as well as a revolving door of actors, including Jude Law and Michael Fassbender,...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Lots of pain making 'Jane'
,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090544.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=&pub=New+York+Post&edition=&startpage=18&desc=Snowden+snoops+on+Sundance,Page Six,One film at the Sundance Film Festival has drawn the attention of political whistleblower Edward Snowden.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,Snowden snoops on Sundance
,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090513.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=&pub=New+York+Post&edition=&startpage=18&desc=Dascha+flees+teen+nemesis,Page Six,"Orange Is the New Black"" star Dascha Polanco is so fed up with her teenage neighbor nemesis, Michelle Cardona, that she's decided to move out of her Washington Heights apartment and leave town. ""[Cardona] tries to provoke her, and it happens on an ongoing basis. She mocks her and her daughter as they leave [their apartment].Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Dascha flees teen nemesis
,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090565.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=&pub=New+York+Post&edition=&startpage=17&desc=Cher+lives+on%2C+aids+Flint,Page Six,"Cher is not dying, despite the National Enquirer's wild claim that she ""collapsed as her 89-year-old mother battled potentially deadly pneumonia,"" and, ""It's come down to 'who'll die first?' "" A rep for the singer...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.","Cher lives on, aids Flint"
,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090556.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=&pub=New+York+Post&edition=&startpage=17&desc=Sightings+.+.+.+sightings,Page Six,OLIVER Stone and wife Sun-jung Jung taking a snowy stroll around Battery Park City's North Cove...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,Sightings . . . sightings
,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090546.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=&pub=New+York+Post&edition=&startpage=17&desc=Dems+fume+over+Sarandon,Page Six,"SUSAN Sarandon's stumping for Bernie Sanders in Iowa and explaining that she isn't backing Hillary Clinton because it's ""patronizing to women to think that we all follow our genitalia to pick candidates"" has left a bad taste in some top Democrats' mouths.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Dems fume over Sarandon
,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761114407.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=&pub=New+York+Post&edition=&startpage=17&desc=Christie+Brinkley%2C+who+seems+to+age+in+reverse%2C+poses...%5BDerived+headline%3B+Caption+text+only%5D,Page Six,"Christie Brinkley, who seems to age in reverse,...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.","Christie Brinkley, who seems to age in reverse, poses...[Derived headline; Caption text only]"
,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761115453.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=&pub=New+York+Post&edition=&startpage=17&desc=Anne+Hathaway+does+pregnancy+chic+as+she+arrives+at...%5BDerived+headline%3B+Caption+text+only%5D,Page Six,Anne Hathaway does pregnancy chic...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,Anne Hathaway does pregnancy chic as she arrives at...[Derived headline; Caption text only]
,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090537.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=&pub=New+York+Post&edition=&startpage=17&desc=Gaga+eyes+Italy+wedding,Page Six,"LADY Gaga is planning to marry ""Chicago Fire"" actor Taylor Kinney in Italy, sources tell Page Six. ""She wants to celebrate her heritage, so they're looking at places in the Italian countryside. She wants a big Italian wedding,"" said a source close to the singer.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Gaga eyes Italy wedding
,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090508.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=&pub=New+York+Post&edition=&startpage=16&desc=Big+wins+for+kids,Page Six,"Amar'e Stoudemire (above) was back in New York Wednesday for a dinner to celebrate his ""In the Paint"" series, a program aimed at exposing underprivileged kids...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Big wins for kids
,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090578.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=&pub=New+York+Post&edition=&startpage=16&desc=Media+emergency,Page Six,HOLLYWOOD publicists are freaking out about their A-list clients possibly making a faux pas when asked about gender equality in Tinseltown and diversity at the Oscars.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,Media emergency
